artist_name,release_name,song_name
"Jitu Meena| k.r Devta| Manish Nantodi| Deepak Meena| Mintu Taji","Pagal Baalmo Mahro","Pagal Baalmo Mahro"
Asa,Samay,Samay
Drub,"Hale E Dil ","Hale E Dil "
"Mithun N Rathod ","Gichch Gili Gili Chori Banjara Song ","Gichch Gili Gili Banjara Super Hit Song | Mithun N Rathod Madikeshwar | Banjara Music Factory(128k)"
Aver,Kachi,Kachi
"Rajdeep Flautist","Lagaya Dil","Lagaya Dil"
"Vansh Udaywal","Ajab Si ","Ajab Si Full "
"Black Skull","Paperman Bollywood Song (Mashup)","Paperman Bollywood Song (Mashup)"
"Visual Chinmay","Lut Gaye Kedy Sehok","Lut Gaye Kedy Sehok"
"Dj Mayank","Lila Limda Timli","Lila Limda Timli"
Na,"Pal Pal Tere Saath ","Aud 20210518 Wa0008"
"Kritiman Mishra","Tujhe Kitna Chahne Lage","Tujhe Kitna Chahne Lage"
"Harshit Yadav","Channa Mereya","Channa Mereya"
"Visual Chinmay","Punjabi Love Mashup","Punjabi Love Mashup"
"Lalita Dhal","Pal Pal Chal Badalte Ho","Pal Pal Chal Badalte Ho"
Bhuvaneshwari,"Pyar Ki Baat Mat Kar (Bhuvaneshwari)","Pyar Ki Baat Mat Kar (Bhuvaneshwari)"
"DJ Asik","Dj Nainowale Ne India Tuan Bahar","Dj Nainowale Ne India Tuan Baharyang Kalian Cari Remix Viral Tiktok Terbaru 2021"
"DJ Asik","Dj Gimana Lanjut X Yalan Angklung","Dj Gimana Lanjut X Yalan Angklung "
"Mr Bittu Official","Jai Sambhu Shankara","Bol Bam Shankara | Mr Bittu Official"
"No artist ","A Dil Mere Shiva ","A Dil Mere Shiva "
Tanmay,Play,"Bollywood Mashup"
"Kritiman Mishra","Tujhe Kitna Chahne Lage","Tujhe Kitna Chahne Lage"
"Parth Desai","Tarasti Hain Nigahain ","Tarasti Hai Nigahen"
"Stebin Ben","Thoda Thoda Pyar Hua - Remix ","Thoda Thoda Pyar Hua - Remix"
"Indranil, Rupan, Tarash, Manoj","Mann Mera (Bootleg Remix)","Mann Mera "
"S Kayy","Manjha (Chill Out Mix)",Manjha
Krisshhhh,"Sad Songss","Jashn-E-Bahaaraa - Bollywood Lofi"
Krisshhhh,"Sad Songss","Mere Bina  (Harrlin Flip) "
Krisshhhh,"Sad Songss","Pehli Dafa by Atif Aslam "
Krisshhhh,"Sad Songss","Zaalima Lofi Mix Ft. Nikhil Singh 70k)"
Krisshhhh,"Sad Songss","Kya Mujhe Pyaar Hai---- (Lofi Flip) (Slowed   Reverbed) Lofi Mix "
Krisshhhh,"Sad Songss","Tum Tak - Javed Ali [Wormono X Veerdo Lofi Remake]   Raanjhanaa "
Krisshhhh,"Sad Songss","Hawayein Lo-Fi   Slowed Reverbed"
"Mithun N Rathod ","Gichch Gili Gili Banjara Super Hit Song","Gichch Gili Gili Banjara Super Hit Song"
"Rapper Maharaj","Flow 1-0","Flow 1-0"
"Visual Chinmay","Brown Munde X Bajre Da Sitta  X Competition Remix","Brown Munde X Bajre Da Sitta X Competition Remix"
"Rapper Maharaj","Flow 1","Flow 1"
Nirbhay,Promises,Promises
"Aver x $haatir 17 ","Meri Jaan","Meri Jaan"
"Aver ","Mile Na Tu Hi","Aver Mile Na Tu Hi"
"Aver X Risk",Sahara,"Aver X Risk Sahara 160k)"
Krisshhhh,Vibeee:),"Kinna Sona -  (Slowed Reverbed)   "
Krisshhhh,Vibeee:),"Baarish - (Slowed   Reverb)    "
Krisshhhh,Vibeee:),"Mera Mann Kehne Laga Slowed   Reverb"
Krisshhhh,Vibeee:),"Mast Magan"
Krisshhhh,Vibeee:),"Humdard - Ek Villian    Slowed X Reverb "
Krisshhhh,Vibeee:),"Yaad Hai Mujhko Tune Kaha Tha -  "
Krisshhhh,Vibeee:),"Main Tera -  (Mittxl Flip) ❤️ "
Krisshhhh,Vibeee:),"Pee Loon - (Slowed   Reverbed) "
Krisshhhh,Vibeee:),"Tum Se Hi -     Slowed X Reverb "
Krisshhhh,Vibeee:),Vibee
Krisshhhh,Vibeee:),"Main Dhoondne Ko Zamaane Mein   (Slowed   Reverbed) "
Krisshhhh,Vibeee:),"Jeena Jeena -  [Wormono Lofi Remake]   "
Krisshhhh,Vibeee:),"Aankhon Mein Teri -    Slowed   Reverb "
Krisshhhh,Vibeee:),"Subhanallah (Slowed   Reverb) "
Krisshhhh,Vibeee:),"Saibo "
Krisshhhh,Vibeee:),"Agar Tum Saath Ho "
Krisshhhh,Vibeee:),"Kabira -  [Wormono Lofi Remake] "
Krisshhhh,Vibeee:),"Channa Mereya - [Wormono Lofi Remake]   "
Krisshhhh,Vibeee:),"Jashn-E-Bahaaraa -  [Wormono Lofi Remake]   "
Krisshhhh,Vibeee:),"Raanjhanaa - (Slowed   Reverb)   "
Krisshhhh,Vibeee:),"Chogada Tara    Slowed and Reverbed "
Krisshhhh,Vibeee:),"Aaj Din Chadeya "
Krisshhhh,Vibeee:),"Ek Tarfa [Slowed   Reverb]"
Krisshhhh,Vibeee:),"Raabta Male Version (Slowed   Reverb)     "
Krisshhhh,Vibeee:),"Kya Mujhe Pyaar Hai "
Krisshhhh,Vibeee:),"Main Rang Sharbaton Ka  (Ｓｌｏｗｅｄ ＋ Ｒｅｖｅｒｂ) "
Krisshhhh,Vibeee:),"Jaan Nisaar [Wormono Lofi Remake]   "
Krisshhhh,Vibeee:),"Phir Bhi Tumko Chaahunga (Slowed   Reverb)   "
Krisshhhh,Vibeee:),"Asal Mein - Darshan Raval (Wormono Lo-Fi Remake)    "
Krisshhhh,Vibeee:),"Hey Ya  -  [Wormono Lofi Remake]   "
Krisshhhh,Vibeee:),"Jiya Dhadak Dhadak Jaye   Bunny Flip"
Krisshhhh,Vibeee:),"Laal Ishq -  [Wormono Lofi Remake]   "
Krisshhhh,Vibeee:),"Yeh Dooriyan -  [Wormono Lofi Remake]   "
Krisshhhh,Vibeee:),"Dildara "
Krisshhhh,Vibeee:),"Jhumritalaiyya - Ｓｌｏｗｅｄ Ｒｅｖｅｒｂ "
Krisshhhh,Vibeee:),"Mere Bina -  (Harrlin Flip)  Lofi  "
Krisshhhh,Vibeee:),"Kabhi Kabhi Aditi "
Krisshhhh,Vibeee:),"Jeene Laga Hoon (Slowed   Reverb)   "
Krisshhhh,Vibeee:),"Chahun Main Ya Na Lofi - Aashiqui 2 (Slowed Reverb)   "
Krisshhhh,Vibeee:)," Tu Meri Dost Hai  (Slowed Reverbed)      "
Krisshhhh,Vibeee:),"Wafa Ne Bewafai -(Slowed   Reverbed) "
Krisshhhh,Vibeee:),"Pehla Nasha [Slowed   Reverb] "
Krisshhhh,Vibeee:),"Sab Tera    [Slowed and Reverbed] "
Krisshhhh,Vibeee:)," Zaalima Lofi Mix Ft. Nikhil Singh "
Krisshhhh,Vibeee:),"Main Kya Karoon -Harrlin Flip    Indian Lofi "
Krisshhhh,Vibeee:),"Mann Mera "
Krisshhhh,Vibeee:),"Naina - (Slowed   Reverbed) "
Krisshhhh,Vibeee:),"Humko Pyaar Hua "
Krisshhhh,Vibeee:),"Zara Zara Behakta Hai  Slowed Reverb "
Krisshhhh,Vibeee:),"Vibie  Valentine Lofi Mix 2"
Krisshhhh,Vibeee:),"Vibie  Bollywood Lofi Mix 1"
Krisshhhh,Vibeee:),"Pehli Dafa "
Krisshhhh,Vibeee:),"Main Rahoon Yaa Na Rahoon ☕ (Slowed   Reverb)   "
Krisshhhh,Vibeee:),"Main Agar Kahoon (Slowed   Reverb) "
Krisshhhh,Vibeee:),"Darkhaast (Lofi Remake)   "
Krisshhhh,Vibeee:),"Hawayein Lo-Fi   Slowed Reverbed   "
Krisshhhh,Vibeee:),"Agar Tu Hota  ( Slow   Reverb  )"
Krisshhhh,Vibeee:),"Tum Tak  Lofi Remake]   Raanjhanaa    "
Krisshhhh,Vibeee:),"Samjhawan (Slowed   Reverb) "
"Kritiman Mishra","Raanjhanaa Slowmo","Raanjhanaa Slowmo"
"Harshit Yadav","Shayad Instrumental","Shayad Instrumental"
"Aver ","Na Tu Aab Saath","Na Tu Aab Saath"
"Aver ",Bewafai,Bewafai
"Aver ","Hai Dil Mera Tu","Hai Dil Mera Tu"
"Kix Owais",Jashan,Jashan
"Kix Owais",Jashan,Jashan
"Kritiman Mishra","Raanjhanaa Slowmotion","Raanjhanaa Slowmotion"
"Vishal Mishra / Ali Fazal / Surbhi Jyoti / Drub","Indian Deep House","Indian Deep House"
"Super Sonic ","Lonely ","Lonely "
"Kritiman Mishra","Shareef Ho Mai","Shareef Ho Mai"
Nirbhay,"Kabhi Kabhi","Kabhi Kabhi"
"Sachet Parampara ","Meera Ke Prabhu Giridhar Nagar ","yt1s.com - Meera Ke Prabhu Giridhar Nagar  Mira Ke Prabhu Giridhar Nagar Full Song  Tere Jiya Hor Disda"
"Swarali Shirodkar","Ye Baarishein","Ye Baarishein "
"Visual Chinmay, Darshan Raval","Darshan Raval Mashup","Darshan Raval Mashup"
"Dinkar Rao",Dastan,
"Carry Fan Gamer Yt ","Kahani Gamer Ki","Kahani Gamer Ki"
"Dj Imut","Dj Nainowale Ne","Dj Nainowale Ne"
"Visual Chinmay, Dj Sourav","90's Bollywood Love Mashup","90'S Bollywood Love Mashup "
immortalrhythm,"हे कान्हा | He Kanha (Little Krishna Poetry) | Riya Anvi | Anurag Mishra | Immortal Rhythm","हे कान्हा | Riyaanvi Heart Krishna Poetry | Anurag Mishra | Immortal Rhythm"
"Harshit Yadav",Muskrane,Muskrane
"Roshini & Peeyush","Holi Main Aaye ","Holi Main Aaye"
"Rachana Arya","Jai Maa Devi Durga","Jai Maa Devi Durga"
"Black Drop","Pagal Kutta","Pagal Kutta "
"Black Drop",Duniya,Duniya
"Aditya Thakur",Vella,"Vella "
"Saurabh Bhatt",Jindagi,"Jindagi gujarna bs"
"Rashid Khan ","Rashid Khan Ki Dillagi ","Rashid Khan Ki Dillagi "
"Rashid Khan ","Aaja Andheri Me Rk Kaithwadiya ","Aaja Andheri Me Rk Kaithwadiya "
"History Makers","Dil Se","Dil Se"
"Visual Chinmay","Let Me Down Slowly X Main Dhoondne Ko Zamaane Mein ","Let Me Down Slowly X Main Dhoondne Ko Zamaane Mein  Mashup    Full Version   Gravero(128k)"
"Zoro Rapper",Zindagi,Zindagi
"Zoro Rapper","Samasya ","Samasya "
"Dikendra Yadav","Platinum Voc","Jogi - Cover Singer : Ft. Dikendra Yadav"
"Visual Chinmay","Darshan Raval Broken Mashup","Darshan Raval Broken Mashup"
"Kiran Dhormare","Kya Muzhe Pyaar Hai ","Kya Mujhe Pyaar Hai"
"Drub / Vishal Mishra","Indian Deep House ","Indian Deep House"
"Visual Chinmay","Party Mashup 2021 ","Party Mashup 2021 "
"Vishal Mishra","Indian Deep House","Indian Deep House"
"Vishal Mishra","Aaj Bhi ","Aaj Bhi "
"Visual Chinmay","90's Bollywood Mashup ","90'S Bollywood Mashup  "
"MG Liron","I Feel Like Love Like You","I Feel Like Love Like You"
Jeet,"Har Ghardi","Han Har Ghadi Thank You Full Song Lyrics"
Drub,"Tum Hi Aana","Tum Hi Aana"
Drub,"Beete Lamhein ","Beete Lamhein"
"Visual Chinmay","90's Bollywood Mashup","90's Bollywood Mashup"
"Jainesh V","Saat Samandar Paar","Saat Samandar Paar"
"Jainesh V","Bahot Pyar Karte Hai (Duet)","Bahot Pyar Karte Hai by Jainesh V"
"Drub ","Kisi Aur ","Kisi Aur"
"Drub ","Toh Fir Aao","Toh Fir Aao"
"Dinkar Rao",Dastan,Dastan
"MG Liron","I FELL LIKE LOVE LIKE YOU TEASER (G63 All IN ONE)","I FELL LIKE LOVE LIKE YOU TEASER (G63 All IN ONE)"
"Zahid Shafi","Key Tittle Tms","Key Tittle Tms"
"Rashid Khan ","Aaja Andheri Me Hogi Aadhi Raat","Sr 14742 Sahin Singer Mewati(128k)"
"Rashid Khan ","Kaithwada Ke Do Shero Ki Takkar","Kaithwada Ke Do Shero Ki Takkar"
Surade,"Ghar Aaja Pardesi","Ghar Aaja Pardesi"
"Visual Chinmay","Badshah Mashup ","Badshah Mashup "
"Kritiman Mishra",Slowmotion,Dildara
"Nilesh Ranjan","Bedardi Ns","Bedardi Ns"
Drub,Mulaqat,Mulaqat
"Visual Chinmay","Bedardi Se Pyaar Ka ","Bedardi Se Pyaar Ka "
"Akash Singh","Yaad Nhi","Yaad Nhi"
"Dinkar Rao","Dastan Song","Dastan Song"
"Visual Chinmay","Main Rang Sharbaton Ka & Tum Jo Aaye "," Main Rang Sharbaton Ka & Tum Jo Aaye "
"Visual Chinmay","Badshah Party Mashup","Badshah Party Mashup "
"Rashid Khan ","Rashid King Kaithwadiya ","s.r 236 Tarif(1)"
"Rashid Khan ","O Re Kaithwadiya ","मम्मी ने मोप रोक लगा दी  !! Singar Afsana Munfd Mewa"
Drub,"Rab Ne Bana Di ","Rab Ne Bana Di Jodi"
"Aditya Thakur",Khiladi,Khiladi
"Mehul ft. Anurag Mishra","Dialogue Remix | Mai Aatma Ram Tukaram Binde | Mehul Ft. Anurag Mishra Tmkoc | Immortal Rhythm","Bhide Track"
"Jo-see ","Desh Ka Salam","Desh Ka Salam "
"Official Mohan",Kalam,Kalam
"GAUTAM RAHI","Chala Jata Hoon","Chala Jaata Hoon - Gautam Rahi"
"Rashid Khan ","Rk Kaithwadiya Mewati ","Rk Kaithwadiya Mewati"
RaKa,"Tere Ghar Mein","Tere Ghar Mein"
Raj,"Yeh Dil Mera","Toot Na Jaaye Yeh Dil Mera"
Drub,"Teri Yaadon Mein ","Teri Yaadon Mein"
Drub,"Lofi ",Lofi
"Kritiman Mishra","Nazre Teri","Nazre Teri"
"Kumar Sanu - Sony Entertainment Television ","Yeh Un Dinon Ki Baat Hai ","Yeh Un Dinon Ki Baat Hai "
"Kumar Sanu - Sony Entertainment Television ","Yeh Un Dinon Ki Baat Hai ","Samaina Instrumental Tune & Song"
"Visual Chinmay","Love Mashup","Love Mashup"
Drub,"Toh Fir Aao ","Toh Phir Aao"
"Azad Shaitan","Apun Log Haat Kee","Apun Log Haat Kee"
"Ad Gurjar ",Matlabi,Matlabi
"Visual Chinmay","Jass Manak Love Mashup","Jass Manak Love Mashup"
"Krishna Mantri","Golden Hip-Hop","Golden Hip-Hop"
"Jainesh V","Chaha Hai Tujhko ","Chaha Hai Tujhko "
"Immortal Rhythm","Zindagi Ki Talash | Aditi Dubey | Immortal Rhythm ","Zindagi Ki Talash | Aditi Dubey | Immortal Rhythm"
"Krishna Mantri","Chahun Mai Ya Naa","Chahun Mai Ya Naa"
"Hollyfit ","Bass Basanti ","Bass Basanti "
"Chinmay Sonu","Tum Hue Jo Mere","Tum Hue Jo Mere"
"Visual Chinmay","Missing Love Mashup","Missing Love Mashup"
"YASH THAKUR HIMANSHU SANGOLE PANKAJ CHOUHAN ",Waqt,Waqt
"Visual Chinmay","Tulsi Kumar Mashup  ","Tulsi Kumar Mashup "
"Immortal Rhythm","Aaj Nahi to Kal (Motivational Hindi Poetry)","Aaj Nahi to Kal (Motivational Hindi Poetry)"
shantam,Oldunz,"Shantam - Songs to the Self"
"MG Liron","I Feel Like Love Like You (G63 All in One)","I Feel Like Love Like You (G63 All in One)"
"Anshul Paliwal","Bheegi Bheegi Raaton Mein (Reprice)","Bheegi Bheegi Raaton Mein (Reprice)"
"Anshul Paliwal","Ek Adhura Khwaab","Ek Adhura Khwaab"
"Smosher Mix","Be Ffunky","Smoshers Mix - Prettys on the Inside"
"Smosher Mix","Be Ffunky","Smoshers Mix - Pporappippam (Purple Sky)"
"Smosher Mix","Be Ffunky","Smoshers Mix - Blow the Piri Night"
Nirbhay,Rockstar,"Aatish - Rockstar Intro"
"Smosher Mix","Smething Trash","yt1s.com - How Much You Feel a Moody Beat"
"Smosher Mix","Smething Trash","yt1s.com - Electric Chill Prod by Smosher Mix "
"Smosher Mix","Smething Trash","Smoshers Mix - Just Like "
"Smosher Mix","Smething Trash","Smoshers Mix - Electronic Night"
Manogna,"Tumhi Jag Mata Tumhi Jag Pita","Tumhi Jag Mata Tumhi Jag Pita"
"Visual Chinmay","Punjabi Love Mashup","Punjabi Love Mashup"
"MG LIRON","I Feel Like Love Like You (G63 All in One)","I Feel Like Love Like You (G63 All in One)"
D-Axe,"Banger Freestyle","Banger Freestyle "
RAAFTAR,"Title Track Flying Jatt","A Flying Jatt - Title Track  190kbps"
"Visual Chinmay","Punjabi Hits Mashup ","Punjabi Hits Mashup 2021(128k)"
"Visual Chinmay","Missing You Mashup","Missing You Mashup"
Gehrat,Sitaare,Sitaare
"Mr Bittu Official","Saath Mein","Saath Mein"
"Shreya Ghoshal","Mujhe Payar Ho Gaya","Mujhe Pyar Ho Gaya Shreya Ghoshal Manisha Singh Arvind Kumar"
"Sagar Meena Kanloda","Chora Teri Kajal Rove kanloda m","Chora Teri Kajal Rove"
"Visual Chinmay","Feel The Hurts","Feel The Hurts"
"Visual Chinmay","Old Is Gold Mashup ","Old Is Gold Mashup"
"Immortal Rhythm","Shiv Shankar Bholenath | Anurag Mishra | Immortal Rhythm","Shiv Shankar Bholenath 
| Anurag Mishra | Immortal Rhythm"
"Swarali Shirodkar","Tum Ho","Tum Ho"
"Swarali Shirodkar","Tum Ho","Tum Ho Duaa"
"LOVESH ISH","Baaz ","Baaz "
"Lovesh Ish",Baaz,Baaz
"Krishnokoli Islam","Bepanah Pyar Hai Aaja","Bepanah Pyar Hai Aaja Krishna Cottage"
"Rijwan Kaithwadiy","Mev Power","Mev Power"
"Rijwan Kaithwadiy","No Warranty","No Warranty"
"Immortal Rhythm","Dear Tum","Dear Tum"
"Badshah,Harshal Tiwari ","Paani Paani by Badshah","Paani Paani Chasmisguru"
"Visual Chinmay","Brown Munde X Bajre Da Sitta X Competition X Boro Boro Mashup","Brown Munde X Bajre Da Sitta X Boro Boro Mashup"
"Visual Chinmay, Arijit Singh","Kalank X Main Tera Mashup ","Kalank X Mai Tera  "
"Visual Chinmay","Brown Munde  ","Brown Munde "
"Visual Chinmay","Brown Munde X Competition X Bajre Da Sitta","Brown Munde X Competition X Bajre Da Sitta  "
"Krisha Shah","Love Mashup","Love Mashup"
"Visual Chinmay","Paani Paani ","Paani Paani "
"Dj Sumit Pune","Shayad Remix","Shayad Remix Dj Sumit Pune"
"Visual Chinmay, Nikk","Nikk Mashup ","Nikk Mashup(128k)"
"Piyush Makkar","Tujhe Kitna Chahne Lage Hum","Tujhe Kitna Chahane Lage Hum"
"Honey singh","Party on the Beach","Party on the Beach"
"Visual Chinmay","Holly X Bolly X Punjabi Love Mashup","Hollywood X Bollywood X Punjabi Love Mashup "
"Diya Oswal","Teri Umeed Tera Intezaar","Teri Umeed Tera Intezaar"
"Mohd Faizan","Hasi 2.0 (Extended Version)","Hasi 2.0 (Extended Version)"
"Ellipsis X Indranil","Kya Mujhe Pyaar Hai (Remix)","Kya Mujhe Pyaar Hai (Remix)"
"Ellipsis, Indranil, Tarash, Rupan, Manoj","Kya Mujhe Pyaar Hai (remix)","Aud 20210619 Wa0000"
"Visual Chinmay","Monsoon Broken Love Mashup","Monsoon Broken Love Mashup "
"Ellipsis, Indranil, Tarash, Rupan, Manoj","Kya Mujhe Pyaar Hai ","Kya Mujhe Pyaar Hai"
Jai/Shaayar,"Umeed ","Ummeed Master 1"
"NuRmD ALI","Manzile Bichar Gayi Raste Bhi Kho Gayi","Manzile Bichar Gayi Raste Bhi Kho Gayi"
"Vikas Kumar","Gaade Aali Chambo Chali","Gaddeaaligajbanchhori Nayalifafa"
"Aman Kumar Singh","Chhukar Mere Mann Ko","Chhukar Mere Mann Ko"
"Swarali Shirodkar","Kho Gaye Hum Kahan","Kho Gaye Hum Kahan"
"Visual Chinmay","Heartless Sad Mashup ","Heartless Sad Mashup "
"Rijwan Kaithwadiy","Sad Mewati","Sad Mewati"
"MG Liron","I Feel Like Love Like You
(G63 All in One)","I Feel Like Love Like You (G63 All in One)"
Jezz,"Your Name - Kabhi Na Dekha Tha Jise","Your Name - Kabhi Na Dekha Tha Jise"
"Visual Chinmay, Shriya Jain","Indian vs Pakistani Singers Mashup ","Indian vs Pakistani Mashup "
Tachychordia,Aarambh,Aarambh
"Ajay Soren"," Sadhin Sakwa Aran","Jisu Probhu"
"Ajay Soren"," Sadhin Sakwa Aran","Daya Dularic"
"Ajay Soren"," Sadhin Sakwa Aran","Bilan Bilan"
"Ajay Soren"," Sadhin Sakwa Aran","Amdo Jugi"
"Ajay Soren"," Sadhin Sakwa Aran","Sari Co"
"Ajay Soren"," Sadhin Sakwa Aran","Sadhin Sakwa"
"Ajay Soren"," Sadhin Sakwa Aran","Purub Khonan"
"Ajay Soren"," Sadhin Sakwa Aran",Manwawak
"Ajay Soren"," Sadhin Sakwa Aran","Manwa Jion"
"Royal Nk","Dil ka dard","Dil ka dard"
"Kumar Sanu and Sadhana Sargam","Yeh Un Dinon Ki Baat Hai","Yeh Un Dinon Ki Baat"
Keerthi,"Favourites All Time","Favourites All Time"
"Sachet and Parampara","Meera Ke Prabhu× Tenu Vekhi Jaavan","Meera Ke Prabhu× Tenu Vekhi Jaavan"
"Amitabh Dhang","Aazmalo Tum","Aazmalo Tum"
"Rashid Khan ","Sabir Solpur ","Aud 20210605 Wa0008"
"Ayush Verma","Tum Mile Dil Khile ","Tum Mile Dil Khile"
"Suraj Verma","Holi Hai","Holi Hai"
"Priya Singh / Rishabh Kumar Singh / Dhruv Singh ",Papa,Papa
"Visual Chinmay","World Music Day ","Broken "
"Visual Chinmay","World Music Day ","Oldest  Never Die"
"Visual Chinmay","World Music Day ",Forever
"Visual Chinmay","Nikk Love Mashup","Nikk Love Mashup"
"Rijwan Kaithwadiy","Sad Mewati","Sad Mewati"
"Visual Chinmay","Dildara ","Dildara "
"Kritiman Mishra",Nazre,Nazre
"Sachet Parampara ","Gita Saar","Gita Saar"
SmakerXpa,h.i.g.h,"Gocut Video 1624217073696 1080hd.mp4 Tb73a1fd7 720p"
"Kritiman Mishra","Slowed Reverb","Shayad Slowed Reverb"
"Amjad Baltistani","Jaanam Fida-E-Haideri","Jaanam Fida-E-Haideri"
"Verma Saab","Profit Loss","Profit Loss"
"Gurudayal ","Bhavo Ki Barish Main","Bhavo Ki Barish Main"
"Gurudayal ","Muskurana Sikh Lo","Muskurana Sikh Lo"
"Rrabi Bir","Spot Nana","Spot Nana "
"Krishna Mantri","Chahun Mai Ya Naa","Chahun Mai Ya Naa"
"Satish Kalesa","Tu Na Ja Mere Baadshah","Tu Na Ja Mere Baadshah"
"Krishna Mantri",Besabriyaan,Besabriyaan
"Visual Chinmay","Broken Heartless Mashup ","Broken Heartless Mashup"
"Swarali Shirodkar",Raatein,Raatein
"AMAN & HIMANXU","Tera Raha ","A.a.tera Raha- Lofi Remake-Final Mix"
"Sanky Y",Gaddar,Gaddar
"Mr Freak","Chammak Challo Mr Freak","Chammak Challo Remix Mr Freak"
"Shubham Bhatt","Nasha Tera","Nasha Tera"
Surade,"Tumse Pyaar Hua Lofi","Tumse Pyar Hua Lofi"
"Surade|3AM VIBES","Udja Kale Kawa Lofi","Udja Kale Kawa Lofi"
A_FLAME17,"Tere Saath","Tere Saath"
"Lil G","Munda Town Da","Munda Town Da"
"The Avishek","Feel You","Feel You"
"Visual Chinmay","Tum Hi Aana","Tum Hi Aana"
Av!n,"A Story","A Story"
"Bharti Koli ","Mai Tera Hu Na","Mai Tera Hu Na"
"Bilaal Malik ","Jeena Jeena","Copy of 1624383970353jeena Jeena"
"Munfaid Pathraliya","Mero Kalejo Na Deve Mero Sath Mewati Song","Mero Kalejo Na Deve Mero Sath Mewati Song"
"Shahid Ramzan","Shahid Ramzan Unplugged Cover Songs","Mere Mehboob"
"Shahid Ramzan","Shahid Ramzan Unplugged Cover Songs","Bepanah Pyar"
"Parth Siddhpura","Jaane Nahi","Jaane Nahi"
"Shraddha Acharya","Pyar Chupke Chupke","Pyar Chupke Chupke"
HASSA,"Ladka Awara","Ladka Awara"
"Drub ","Saware ",Saware
"Amit Kumar Bhagat","Bera Ugi Gel Nagpuri Christmas","Bera Ugi Gel Nagpuri2"
"Vinay Katoch",Bhala,"Bhala  "
"Kritiman Mishra","Kun Faya Kun Slowmotion","Kun Faya Kun Slowmotion"
"Kritiman Mishra","Jaan Ban Gaye","Jaan Ban Gaye Slow Version"
"Swaggy Boys",Kyun,Kyon
"Drub ","Rab Ne Bana Di Jodi ","Rab Ne Bana Di Jodi "
"Kausani Ghosh","Mile Sur Mera Tumhara","Mile Sur Mera Tumhara"
ujjwxl,Choppa,Choppa
Bishal,"Tose Naina (Lofi Remake)","Those Naina (Lofi Remake)"
"Amit Kumar Bhagat","Pyar Ka Rog Laga Re Nagpuri","Dj Pyar Ka Rog Laga Re2"
"B K Basavaraj","Brahma Vasto Ke Dilo Main","Brahma Vasto Ke Dilo Main"
TheMadWriter,"Meri Kahani","Meri Kahani"
"Arif Abraham","Jhalak Diklaja Remix","Jhalak Diklaja Remix"
"VISHAL NOT FAKE","Jaari H Mehnat",Infallible
"VISHAL NOT FAKE","Jaari H Mehnat","Jaari H Mehnat"
"Ranajeet ","Agar Tum Sath Ho ","Agar Tum Sath Ho"
"Avinash Singh","Bada Pachtaegi","Bada Pachtaegi"
Shaayar,"Kaffi Waqt Se","Kaffi Waqt Se"
"Jainesh V","Tere Bina (Slowed and Reverb)","Tere Bina (Slowed and Reverb)"
"Kritiman Mishra",Dildaara,Dildaara
"Verma Saab",Anhoni,Anhoni
"Anwesha das","Anwesha Das ","Anwesha Das"
"Dj Harsh","Bolo Ta Ra Ra","Bolo Ta Ra Ra"
Harshvardhan,Barso,Barso
Giraft,Shuruaat,Shuruaat
"Arnab Das","Tum Hi Ho","Tum Hi Ho"
"Brown Break","Toi Bhi Tadpabe","Tai Bhi Tadpbe"
"Visual Chinmay","Bollywood Romantic Lofi Mashup","Bollywood Romantic Lofi Mashup"
"Kr Kingmekar","Man Moro Manat Nai Ha","Man Moro Manat Nai Ha"
"DHRUV AKA PHOENIX","Love Shower","Love Shower( Love Shower)uhoenix Record S Prod by Nowhere Beat S"
"DHRUV AKA PHOENIX","Love Shower","Sab Kuch Tuurod by Nowhere Beat S Album ( Løvé  Shower)"
"DHRUV AKA PHOENIX","Love Shower","Saas Lena Mushkil Hua Tere Bina  Official Videoûhoenix Record S"
"Visual Chinmay","90's Bollywood Mashup 2 ","90'S Bollywood Mashup 2"
"Soyab Khan Barota","Tera Kat Dunga Baham"," Tera Kat Dunga Baham  "
"Monindra Biswas","Brown Munda","Brown Munde - Remix    Non Copyright Version    Ap Dhillon %2c Gurinder Gill    NCS Hindi(256k)"
"Ishwar Kutail","Satguru Tere Dil Mein","Satguru Tere Dil Mein"
Bishal,"Baarishein Lofi","Anuv Jain Baarisheinn Lofi Ready"
"Fard Artist ",Tyohar,Tyohar
"Fard Artist Prod Aver","Mother India","Mother India"
"Abbas GG",Zimidari,Zimidari
"Drub ","Beete Lamhein ","Beete Lamhein"
"Drub ","Rab Ne Bada Di Jodi","Rab Ne Bana Di Jodi"
"Victor anom","Whoopty Remix","Whoopty Remix"
"Kuxh Beats","Tujhe Sochta Hu","Tujhe Sochta Hu"
"Kritiman Mishra","Tum Tak Slowmotion","Tum Tak Slowmotion"
"Drub ",Sawaare,Sawaare
Srujaz,Doori,Doori
"Krishna Mantri","Kaise Hua","Kaise Hua"
"Visual Chinmay","Zara Thehro","Zara Thehro"
"Dj Sv Official","Maari vs Hindustani Bhau Dialogues (Sambhal Horn) Remix ","Maari vs Hindustani Bhau Dialogues (Sambhal Horn) Remix"
"Dwij Malaviya","Heartfelt Melodic","Heartfelt Melodic"
"Prince Yadav ","असो बाबा प जलवा चढाईब","असो बाबा प जलवा चढाईब"
